artist_ida;artist_idb;cuenta
"xploding plastix";"the cinematic orchestra";5
xpq-21;alphaville;1
"xradical attackx";dropdead;1
"xreign of terrorx";"50 lions";1
xrepresentx;"...but alive";1
xs;"noize suppressor";1
xscape;"beverley knight";1
xsi;"ace ventura";1
xtc;r.e.m.;5
"xtm & dj chucky";"booty callers";1
xtreme;"ani difranco";1
xtyrantx;"bury your dead";1
xuberx;"colony 5";1
"xuefei yang";"aesma daeva";1
"xutos & pontapés";muse;3
xuxa;radiohead;2
"xvii° vie";ataraxia;1
xxl;"arctic monkeys";1
"xxx maniak";angeleyes;1
"xxx rottweiler hundar";"bloc party";1
xykogen;chemlab;1
xyla;babasónicos;1
xymox;"assemblage 23";2
xysma;astrofaes;1
xystus;angra;1
xyz;journey;2
xzibit;"snoop dogg";9
"y kant tori read";björk;2
"y pants";"au pairs";1
"y society";"alina orlova";1
y-d;11-5;1
y-ring;"cibo matto";1
y.a.c.h.t.;"amanda blank";1
y.s.;az;1
y&co.;"dj sharpnel";1
y&t;edguy;2
"ya boy";2pac;2
yaatri;cascada;1
"yabby you";"don carlos";2
yacht;"fleet foxes";2
yacöpsae;"chaoze one";1
yade;[unknown];1
yae;"emiliana torrini";1
"yael naim";air;2
"yael wand";"augustus pablo";1
"yaga & mackie";"large professor";1
"yaga y mackie";"daddy yankee";1
yage;"august burns red";2
yagya;"boards of canada";2
yahadanai;"alpha blondy";1
yahel;"blank & jones";3
"yahel & eyal barkan";"depeche mode";1
yahir;"alex ubago";2
yahoo;"biquini cavadão";2
"yair etziony";"armin van buuren";1
"yair yona";"black flag";1
"yak ballz";"alkaline trio";1
yakooza;"crystal castles";1
yakup;"giannis parios";1
"yakup ekin";"ian carey";1
yakuza;radiohead;2
yakuzi;etsaiak;1
yalın;kıraç;2
"yam who?";beirut;1
"yamakawa etsuko";"nanase hikaru";1
"yamamoto chinatsu";"cornelia funke";1
"yamandu costa";b2k;1
yamasuki;"antônio carlos jobim";1
yamboo;aubrey;1
yameen;"bob marley & the wailers";1
"yami bolo";"don carlos";1
yamo;backlash;1
"yanase natsumi";"bear mccreary";1
yancy;!!!;1
yandel;belanova;1
"yaniss odua";ali;1
"yank rachell's tennessee jug-busters";"b.b. king";1
yankele;"elis regina";1
"yann perreau";"bat for lashes";1
"yann tiersen";radiohead;28
"yann tiersen & shannon wright";"al di meola";1
"yann tiersen e shannon wright";"cebola mol";1
yanni;"deep forest";4
yannick;m.i.a.;1
"yannick noah";"andy borg";1
"yannis parios";abba;1
yano;2pac;1
yanokami;"bagdad cafe the trench town";1
yanou;"blank & jones";1
yansımalar;"aesop rock";1
"yaphet kotto";"amanda woodward";1
"yarah bravo";afu-ra;1
"yarbrough & peoples";"raphael saadiq";1
yarn;"amy macdonald";1
"yaron herman";"chris potter";1
"yaron herman trio";"ibrahim maalouf";1
yaşar;"amy winehouse";1
"yaşar kurt";"Özlem tekin";2
"yasemin göksu";"ahmet kaya";1
"yasemin mori";incubus;2
yasin;beta;1
yasmeen;"joss whedon";1
"yasmin levy";pinhani;3
yasmine;coldplay;1
"yasser habeeb";apurimac;1
"yasuaki shimizu";"jonathan shefer";1
"yasuhisa watanabe";"death by chocolate";1
"yasuko agawa & big band";audioslave;1
yasume;"garage a trois";1
"yasunori imamura";"andreas tilliander";1
"yasunori iwasaki";"klaus badelt";1
"yasunori mitsuda";enigma;1
"yasunori shiono";iii;1
"yasushi yoshida";"american football";1
yat-kha;5'nizza;1
yava;"banda ionica";1
"yavuz bingöl";"ahmet kaya";2
"yavuz Çetin";"dream theater";2
"yawning man";65daysofstatic;1
yazbek;"atom and his package";1
yazoo;coldplay;3
ydi;"asshole parade";1
"ye wiles";"king prawn";2
"yeah jazz";"biff bang pow!";1
"yeah yeah noh";"bonnie 'prince' billy";1
"yeah yeah yeahs";radiohead;33
"year long disaster";clutch;1
"year of no light";"blind guardian";1
"year of the rabbit";"a perfect circle";1
yearling;"big city dreams";1
yearning;agalloch;1
years;"all or nothing";1
yeasayer;calexico;4
yee-king;"boca 45";1
"yehoram gaon";"savina yannatou";1
"yehudi menuhin";enya;1
"yehudi menuhin & stephane grappelli";"george benson";1
"yehudi menuhin, stéphane grappelli";"andrás schiff";1
yelle;"amy winehouse";4
yello;"electric light orchestra";3
"yellow # 5";"bob dylan";1
"yellow blackbird";"george michael";1
"yellow fever";blink-182;1
"yellow generation";"avril lavigne";1
"yellow machinegun";alcest;1
"yellow magic orchestra";kraftwerk;3
"yellow matter custard";transatlantic;2
"yellow note";beyoncé;1
"yellow planes";"pinhead gunpowder";1
"yellow sisters";"amy winehouse";1
"yellow swans";"burning star core";1
"yellow umbrella";caparezza;1
yellow6;"1 mile north";1
yellowcard;blink-182;12
yellowjackets;"charlie parker";2
yellowman;"barrington levy";2
yelworc;"brain leisure";1
yendri;kmfdm;2
"yeng constantino";"christian bautista";1
"yeni türkü";"fikret kızılok";3
yennah;abba;1
"yeong wook jo";enigma;2
"yeong-wook jo";"tori amos";2
yeongene;detektivbyrån;1
yep!;sweet;1
"yerba brava";[unknown];1
"yerba buena";[unknown];1
"yersinia pestis";"ic 434";1
yerzmyey;björk;1
yes;"pink floyd";11
yes-r;blumio;1
"yeşim salkım";bengü;1
yeska;aphrodite;1
yeskim;"guillermo anderson";1
"yesterday i had roadkill";xbishopx;1
"yesterday's new quintet";"mf doom";4
"yesterday's ring";beck;1
"yesterday's rising";"animal collective";1
yeti;"green day";2
yevgueni;"alan stivell";1
yfriday;"counting crows";1
"yg family";blackstreet;1
ygdrassil;"ani difranco";1
yggdrasil;alkonost;1
"yhteiskunnan ystävät?";angerfist;1
yidcore;antiskeptic;1
"yilmaz altanhan";"above & beyond vs. andy moor";1
"yim yames";"bob marley";1
yimino;a-ha;1
"ying yang twins";moby;2
yip-yip;atmosphere;1
yiruma;coldplay;3
"yıldiz tilbe";"bob marley & the wailers";1
"yıldırım gürses";akon;1
"yıldız tilbe";"ajda pekkan";1
"yılmaz erdoğan";"baba zula";1
ykz;"last days of april";1
"ylioppilakunnan laulajat";"alpha blondy";1
"yma sumac";22-pistepirkko;1
ymck;coldplay;2
"yndi halda";"cocteau twins";1
"yngwie j. malmsteen's rising force";"after forever";1
"yngwie malmsteen";"judas priest";7
yö;"lauri tähkä & elonkerjuu";3
"yo gotti";audiopharmacy;1
"yo la tengo";radiohead;21
"yo majesty";"brigitte fontaine";1
"yo yo mundi";afterhours;1
"yo-yo ma";radiohead;4
"yo-yo ma & bobby mcferrin";"andrés segovia";1
"yo-yo ma, edgar meyer & mark o'connor";"ellis paul";1
"yo-yo ma, edgar meyer, mark o'connor";"b.b. king";1
yoav;"norah jones";3
yob;"pink floyd";2
"yoda pop";047;1
"yoda's house";múm;1
yoga;"dagmar krause";1
yogo!yogo!;air;1
"yogurinha borova";amaral;1
yogurt;"dj krush";1
yohanna;danny;2
"yohanna troell";beirut;1
"yohimbe brothers";"badmarsh & shri";1
"yoji biomehanika";"anima sound system";1
yok;"...but alive";1
"yokee playboy";"2 days ago kids";1
yoko;"paul mccartney";1
"yoko kanno & the seatbelts";"joy division";2
"yoko kanno and hajime mizoguchi";does;1
"yoko ono";"arcade fire";2
"yoko shimomura";"koji kondo";1
"yoko takahashi";"arctic monkeys";1
"yokoyama seiji";"geoff zanelli";1
"yola semedo";"tiziano ferro";1
"yolanda adams";"kirk franklin";2
"yolanda del rio";"eric dolphy";1
yölintu;ac/dc;2
yolk;"carla kihlstedt, matthias bossi, dan rathbun";1
yomanda;evanescence;1
yomo;"wisin & yandel";2
yona;"ayşe hatun Önal";1
"yonca evcimik";bedük;1
"yonca lodi";günce;1
"yonder mountain string band";"grateful dead";3
yonderboi;"massive attack";4
"yoni rechter";"chet baker";1
yoñlu;anathema;1
"yorgos kazantzis";"angel tears";1
yorik;"Гражданская Оборона";1
york;"belle epoque";1
yosebu;film;1
"yōsei teikoku";"ali project";1
"yoshida brothers";@junkmail;1
"yoshida kiyoshi";"makino yui";1
"yoshihide otomo";"michael nyman";1
"yoshihiro hanno";gutevolk;1
"yoshihisa hirano";"abingdon boys school";1
"yoshikazu suo";"takahashi youko";1
yoshiki;anamanaguchi;1
"yoshimi & yuka";"mahala raï banda";1
yoshimoto;"cypress hill";1
"yoshino yuuji";"culprit 1";1
"yoshio owa";"ai maeda";1
"yoshito hirano";"betwixt & between";1
"yothu yindi";abba;1
yotopia;digipack;1
you;battlehooch;1
"you am i";"arcade fire";2
"you and i";april;1
"you love her coz she's dead";30y;1
"you me and everyone we know";ac/dc;1
"you me and the atom bomb";"bad religion";1
"you me at six";"a day to remember";3
"you say party! we say die!";"bloc party";3
"you slut!";"anti-nowhere league";1
"you, me, and everyone we know";"the academy is...";4
you.may.die.in.the.desert;"if these trees could talk";1
"you've been lied to";"emil bulls";1
youinseries;antenat;1
youjeen;"ben folds";1
"young and divine";"a day away";1
"young ax";commix;1
"young bleed";ugk;2
"young buck";"50 cent";4
"young chris";alchemist;1
"young disciples";"erykah badu";1
"young divas";"aly & aj";1
"young dre d";"gangsta dre";2
"young dro";eminem;2
"young flowers";"ant trip ceremony";1
"young galaxy";"alexander tucker";1
"young gunz";"50 cent";1
"young heart attack";"beth orton";1
"young holt unlimited";"daft punk";1
"young jeezy";"the game";11
"young knives";ac/dc;1
"young lay";alborosie;1
"young livers";"algernon cadwallader";1
"young love";anberlin;2
"young m.c.";"afrika bambaata & soulsonic force";1
"young marble giants";"arcade fire";4
"young parisians";"4 strings";1
"young people";"aphex twin";1
"young steff";akon;1
"young widows";"the jesus lizard";2
"young-holt unlimited";"brian eno";1
"young, jesse colin";"bob marley";1
"young@heart chorus";dido;1
"youngblood brass band";"bad religion";2
youngbloodz;"notorious b.i.g.";2
"younger brother";"electric universe";3
youngsta;"high school musical";1
youngstown;*nsync;1
younha;宇多田ヒカル;2
younnat;"above & beyond";1
younogodie;fugazi;1
"youp van 't hek";"bruce springsteen";1
"your demise";"50 lions";2
"your favorite enemies";"lacuna coil";1
"your heart breaks";"bat for lashes";1
"your hero";akissforjersey;1
"your infamous harp";"bob marley & the wailers";1
"your shapeless beauty";"crown of autumn";1
"your ten mofo";"arrive alive";1
"your vegas";"alkaline trio";1
yourcodenameis:milo;isis;2
"youri donatz";"dj ron";1
yoursck;air;1
"yousei teikoku";"amanda lepore";1
"youssou n'dour";"angélique kidjo";2
"youssou n'dour & neneh cherry";"ace of base";1
youssoupha;ashanti;1
"youth brigade";"against me!";1
"youth enrage";"song of zarathustra";1
"youth group";beck;2
"youth of today";blacklisted;2
"youth pictures of florence henderson";"russian circles";1
"youthful praise";"brooke fraser";1
"youthmovie soundtrack strategies";"be your own pet";1
youthmovies;"fuck buttons";2
yozoh;"angela aki";1
yozuca*;asriel;1
"yozuca* & rino";"the doobie brothers";1
ypey;"diana krall";2
ypö-viis;013;1
"ypogeia reumata";nirvana;1
yppah;65daysofstatic;2
ys;b'z;1
"ysa ferrer";cake;1
yt;"abassi all stars";1
ytcracker;"mc frontalot";2
"yu grupa";cynic;1
"yu miyake";beirut;1
"yu yu";"bob dylan";1
yu-a;chemistry;1
yucatan;"jack johnson";1
yudhisthira;"2pac and tha outlawz";1
yugen;"carla kihlstedt, matthias bossi, dan rathbun";1
yugoton;myslovitz;1
"yuhki kuramoto";"erich kunzel and the cincinnati pops orchestra";1
yui;"asian kung-fu generation";4
"yui makino";"black eyed peas";2
"yuichiro fujimoto";"ada jones";1
"yuji ohno";abba;1
"yuji ohno trio";beyoncé;1
"yuji takahashi";"antoine duhamel";1
"yuju takahashi";audioslave;1
"yukari fresh";air;1
"yukari nonoshita";"antoine forqueray";1
yuki;"ben charest";2
"yuki kajiura (梶浦由記)";"sound horizon";1
"yukie nishimura";"erich kunzel and the cincinnati pops orchestra";1
yukijobo;"cocteau twins";1
yukmouth;jay-z;2
yuko;"arcade fire";1
"yuko ikoma";"aphex twin";1
"yuko nexus6";"1.6 band";1
yukon;"bloc party";1
"yukon kornelius";"colbie caillat";1
yuksek;"crystal castles";3
"yüksek sadakat";"feridun düzağaç";3
"yul anderson";apocalyptica;1
yulara;akmusique;1
"yulduz usmanova";beirut;1
"yulia savicheva";"chris brown";1
"yulia volkova";"ashbury heights";1
"yuliet topaz";"theo bishop";1
yum!yum!orange;ac/dc;1
yuma;"alberto iglesias";1
"yume bitsu";"a hawk and a hacksaw";1
"yumi matsuzawa";"black eyed peas";1
"yumiko kanki";björk;1
yummykind;bluetech;1
yuna;"cinema bizarre";1
"yuna ito";boa;1
"yung berg";akon;2
"yung joc";t.i.;3
"yungchen lhamo";"ane brun";1
yungun;"avril lavigne";1
yunus;"i am robot and proud";1
"yunus guvenen";"bob marley";1
yup;pmmp;3
"yuppie flu";"antony and the johnsons";1
yuppster;autechre;1
"yurdal tokcan";"dhafer youssef";1
yuri;"alison krauss";1
"yuri buenaventura";"angélique kidjo";1
"yuri egorov";"elisabeth leonskaja";1
"yuri honing";leaf;1
"yuri temirkanov";"alter bridge";1
yuria;"alstroemeria records";1
"yusef lateef";"aretha franklin";1
"yussuf jerusalem";"blank dogs";1
yusuf;"ben folds";1
"yusuf islam";"andrea bocelli";1
"yusuke honma";"akira yamaoka";1
"yutaka minobe";"crush 40";1
"yuu takami";fahrenheit;1
yuva;"alka yagnik";1
"yuvan shankar raja";"50 cent";1
"yuzo hayashi";amaral;1
yva;"black eyed peas";1
yvat;"anders ilar";1
"yves coignet";waldeck;1
"yves deruyter";quadran;2
"yves deruyter & marcel woods present frequence";deadmau5;1
"yves jamait";"depeche mode";1
"yves klein blue";"at the drive-in";1
"yves larock";"david guetta";3
"yves montand";!!!;1
"yves nat";"arturo benedetti michelangeli";1
"yves simon";"arthur lyman";1
"yvette horner";"boozoo bajou";1
yvonne;"atari teenage riot";1
"yvonne catterfeld";"claudia jung";1
"yvonne elliman";blondie;1
"yvonne s. moriarty";"howard shore";1
"yvonne sanchez";22-pistepirkko;1
yximalloo;barnacled;1
yyrkoon;aeon;1
z;"bryan beller";1
"z prochek";accessory;1
z-kai;"valérie leulliot";1
z-plane;blackfish;1
z-ro;"lil wayne";3
z-scars;ac/dc;1
"z'africa brasil";aerosmith;1
z'ev;"bochum welt";1
"za frûmi";apocalyptica;1
"za za";"geier sturzflug";1
zabadak;"blonde redhead";1
"zabili mi Żółwia";happysad;3
"zabranjeno pušenje";"nick cave and the bad seeds";2
zabrinski;beganifs;1
"zabriskie point";"arnaud michniak";1
"zac brown band";"aesop rock";1
"zac efron";coldplay;2
"zac efron and vanessa anne hudgens";finlanders;1
"zacarias ferreira";2002;1
"zach ashton";"jack johnson";1
"zach galifianakis";"alkaline trio";1
"zach gill";"diane birch";1
"zach hill";amiina;1
"zach hill and holy smokes";"adriana calcanhotto";1
"zacharius carls group";doves;1
"začiatok konca";"digital droo";1
"zack de la rocha";"franz ferdinand";1
zadera;"corpus delicti";2
zadruga;metallica;1
Žagar;"parov stelar";2
zagrob;"black randy & the metrosquad";1
zahara;"joaquín sabina";2
zaho;"50 cent";1
zahrim;hel;1
"zain bhikha";[unknown];1
zaire;"handsome furs";1
zakhm;"les talens lyriques";1
"zakir hussain";"adham shaikh";1
"zakk wylde";"black label society";2
"zakk wylde's pride & glory";"black label society";1
zakkum;badem;2
zakopower;"bic runga";1
zale;"b.u.g. mafia";1
zalef;"grabaż i strachy na lachy";1
"Žalman & spol.";"karel kryl";1
"Žalman a spol.";brathanki;1
Žalvarinis;jurga;2
zamajobe;ciara;1
zammuto;"aesop rock";1
"zan clan";entwine;1
zan-zan-zawa-veia;"amps for christ";1
"zander vt";ada;1
"zane & foster";"2 vibez";1
"zanelli, geoff";callisto;1
zann;"amanda woodward";1
zany;activator;2
"zany & dv8";activator;1
"zany and dv8";a-lusion;1
zao;beloved;2
"zap mama";"ane brun";2
"zapato 3";flyleaf;1
"zapato veloz";emmanuel;1
zapp;amerie;1
"zapp & roger";2pac;1
"zappa plays zappa";"bürger lars dietrich";1
zappaman;"abyss & judge";1
zara;"amanda marshall";1
"zara treharne";"aimee mann";1
"zarach baal tharagh";"anal whore";1
"zarah leander";"cirque du soleil";1
zarathustra;amorphis;1
zard;"aly & aj";1
zardanadam;"asfalt dünya";1
zardonic;dylan;1
zatokrev;16;1
zatopeks;nofx;2
zatox;wildstylez;2
zaunpfahl;wizo;3
záviš;"ador dorath";1
zavoloka;"9 lazy 9";1
"zavoloka & agf";2raumwohnung;1
"zaza fournier";"arthur h";1
"zazen boys";"anders miolin";1
zazie;"amy winehouse";2
"zbigniew namysłowski";"maudlin of the well";1
"zbigniew preisner";"philip glass";4
"zbigniew wodecki";"anna jantar";1
"zbigniew zamachowski";duffy;1
"zbogom brus li";"kings of leon";1
"zbs foundation";micachu;1
"zdob si zdub";morandi;2
"zdravko colic";"50 cent";1
"zé cabra";"atrium carceri";1
"zé geraldo";"amy winehouse";1
"zé henrique & gabriel";"britney spears";1
"ze henrique e gabriel";"chiclete com banana";1
"zé keti";"joão gilberto";1
"zé ramalho";"dave matthews";2
"zé renato";"fernanda takai";1
zea;"bondage fairies";1
zeal;"gold september";1
zealous1;"damien rice";1
zeb;baeka;1
zebda;08001;1
zebra;"alice in chains";1
zebrahead;"rise against";6
"zeca baleiro";"caetano veloso";6
"zeca pagodinho";"charlie brown jr.";2
"zecchino d'oro";cccp;1
"zechs marquise";"alice in chains";1
zed;"evergreen terrace";1
"zed bias";"johnny cash";1
"zee avi";"agnes monica";1
zeebra;2pac;1
zeekay;"eva cassidy";1
"zeena parkins";"a hawk and a hacksaw";1
"zefirina bomba";"alice in chains";1
"zehavi & rand";"sander van doorn";1
"zehn meter feldweg";"...but alive";1
"zeichen der zeit";"annett louisan";1
zeigeist;beirut;3
zeke;"iron & wine";2
"zeki müren";metallica;2
zektbach;[unknown];1
zelda;"aces over kings";1
"zélia duncan";"alison krauss";1
"zeljko bebek";bathory;1
"Željko joksimović";2raumwohnung;1
"zellberg buam";alpenrebellen;1
zeller;clark;1
zemial;ajattara;1
zemphira;grails;1
zen;"absynthe minded";1
"zen baseballbat";"bedouin soundclash";1
"zen café";"don huonot";4
"zen guerrilla";"amanda palmer";1
"zen lemonade";"bebel gilberto";1
"zen mechanics";freq;2
zengineers;"das kraftfuttermischwerk";1
"zeni geva";"24-7 spyz";1
zenit;"various artists";2
"zeno tornado & boney google brothers";"abalone dots";1
zentex;"concord dawn";1
zento;"fatboy slim";1
zentone;[unknown];1
"zentriert ins antlitz";ad·ver·sary;1
zentrix;"boy vs. bacteria";1
zenzile;"devendra banhart";2
zephyr;"black sabbath";1
"zeppet store";"love psychedelico";1
zeraphine;"apoptygma berzerk";2
zeratul;jigginjont;1
zero;"agrupación mamanis";1
"zero 7";air;20
"zero assoluto";"bon jovi";2
"zero boys";"angry samoans";2
"zero cipher";incubus;1
"zero cult";m-seven;2
"zero db";"7 samurai";1
"zero down";883;1
"zero hour";ayreon;1
"zero mentality";"death before dishonor";1
"zero nine";afi;1
"zero one";"all india radio";1
"zero tolerance";calibre;1
"zero zero";"cocteau twins";1
zerofour;crematory;1
zeroleen;"shania twain";1
zeromancer;"dope stars inc.";3
zeromind;(sic)monic;1
zeropage;"josh woodward";1
zerova;air;1
"zerrin Özer";beyoncé;1
